500635,17,4.144043950154093,1.0,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,5.0,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,3.4285714285714284,5.0
993665,17,4.144043950154093,5.0,3.4285714285714284,3.4285714285714284,3.4285714285714284,3.4285714285714284,1.0,1.0,1.0,1.0,1.0,1.0,3.4285714285714284,1.0
83620,83,4.144043950154093,3.8,3.8,3.8,3.8,3.8,4.0,4.0,4.0,4.0,4.0,4.0,3.8,3.0
648587,177,4.144043950154093,5.0,5.0,4.565217391304348,4.565217391304348,4.565217391304348,2.0,2.0,2.0,2.0,2.0,2.0,4.565217391304348,2.0
715917,177,4.144043950154093,2.0,5.0,4.565217391304348,4.565217391304348,4.565217391304348,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,4.565217391304348,5.0
845339,177,4.144043950154093,2.0,5.0,4.565217391304348,4.565217391304348,4.565217391304348,5.0,5.0,5.0,5.0,5.0,5.0,4.565217391304348,5.0
776846,307,4.144043950154093,3.0,3.0,3.0,3.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0
618283,455,4.144043950154093,4.8,4.8,4.8,4.8,4.8,5.0,5.0,5.0,5.0,5.0,5.0,4.8,5.0
52911,710,4.144043950154093,5.0,4.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9661016949152543,4.0
222996,710,4.144043950154093,4.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.9661016949152543,5.0
240284,710,4.144043950154093,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.9661016949152543,5.0
327323,710,4.144043950154093,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.9661016949152543,4.0
931906,710,4.144043950154093,5.0,4.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.9661016949152543,5.0
1015384,710,4.144043950154093,5.0,4.0,5.0,5.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.9661016949152543,3.0
227168,755,4.144043950154093,5.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.414285714285715,3.0
338466,755,4.144043950154093,5.0,5.0,4.0,5.0,3.0,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,4.666666666666667,4.414285714285715,5.0
399048,755,4.144043950154093,5.0,5.0,4.0,5.0,3.0,4.916666666666667,4.916666666666667,4.916666666666667,4.916666666666667,4.916666666666667,4.916666666666667,4.414285714285715,5.0
553053,755,4.144043950154093,5.0,5.0,4.0,3.0,5.0,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,3.6666666666666665,4.414285714285715,5.0
632262,755,4.144043950154093,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.414285714285715,5.0
688813,755,4.144043950154093,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.414285714285715,5.0
714972,755,4.144043950154093,5.0,5.0,4.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.414285714285715,5.0
906785,755,4.144043950154093,5.0,5.0,5.0,3.0,5.0,4.25,4.25,4.25,4.25,4.25,4.25,4.414285714285715,4.0
921733,755,4.144043950154093,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.414285714285715,5.0
947290,755,4.144043950154093,5.0,5.0,4.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,4.414285714285715,5.0
983789,755,4.144043950154093,5.0,3.0,5.0,5.0,5.0,5.0,3.0,4.685714285714286,4.685714285714286,4.685714285714286,4.685714285714286,4.414285714285715,4.0
182272,764,4.144043950154093,5.0,5.0,2.0,4.068965517241379,4.068965517241379,5.0,5.0,5.0,5.0,5.0,5.0,4.068965517241379,5.0
258433,764,4.144043950154093,5.0,5.0,5.0,4.068965517241379,4.068965517241379,4.0,4.0,4.0,4.0,4.0,4.0,4.068965517241379,2.0
275829,764,4.144043950154093,5.0,5.0,2.0,4.068965517241379,4.068965517241379,5.0,5.0,5.0,5.0,5.0,5.0,4.068965517241379,5.0
674788,764,4.144043950154093,5.0,5.0,2.0,4.068965517241379,4.068965517241379,5.0,5.0,5.0,5.0,5.0,5.0,4.068965517241379,5.0
579867,810,4.144043950154093,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
232126,913,4.144043950154093,1.0,5.0,3.9,3.9,3.9,5.0,4.0,4.0,5.0,5.0,4.703125,3.9,1.0
753670,913,4.144043950154093,1.0,1.0,3.9,3.9,3.9,5.0,4.434782608695652,4.434782608695652,4.434782608695652,4.434782608695652,4.434782608695652,3.9,5.0
927824,913,4.144043950154093,5.0,1.0,3.9,3.9,3.9,3.5714285714285716,3.5714285714285716,3.5714285714285716,3.5714285714285716,3.5714285714285716,3.5714285714285716,3.9,1.0
588532,929,4.144043950154093,4.9,4.9,4.9,4.9,4.9,5.0,5.0,5.0,5.0,5.0,5.0,4.9,5.0
170530,1054,4.144043950154093,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0
125683,1063,4.144043950154093,2.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.072072072072072,2.0
220911,1063,4.144043950154093,3.0,5.0,5.0,4.0,2.0,5.0,4.0,4.333333333333333,4.333333333333333,4.333333333333333,4.333333333333333,4.072072072072072,5.0
392559,1063,4.144043950154093,5.0,5.0,5.0,5.0,4.0,1.0,5.0,5.0,5.0,4.419354838709677,4.419354838709677,4.072072072072072,5.0
415024,1063,4.144043950154093,2.0,5.0,3.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5,4.5,4.072072072072072,5.0
419264,1063,4.144043950154093,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.072072072072072,5.0
498321,1063,4.144043950154093,2.0,5.0,5.0,5.0,5.0,3.2,3.2,3.2,3.2,3.2,3.2,4.072072072072072,3.0
603026,1063,4.144043950154093,2.0,5.0,3.0,5.0,5.0,3.2,3.2,3.2,3.2,3.2,3.2,4.072072072072072,4.0
635287,1063,4.144043950154093,2.0,5.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.072072072072072,5.0
665787,1063,4.144043950154093,2.0,5.0,3.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,4.072072072072072,3.0
732801,1063,4.144043950154093,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.072072072072072,5.0
758516,1063,4.144043950154093,2.0,5.0,3.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.072072072072072,2.0
777511,1063,4.144043950154093,2.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.072072072072072,5.0
798878,1063,4.144043950154093,2.0,5.0,3.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.072072072072072,5.0
1012608,1063,4.144043950154093,5.0,3.0,5.0,5.0,5.0,2.0,2.0,2.0,2.0,2.0,2.0,4.072072072072072,2.0
65823,1229,4.144043950154093,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,3.3333333333333335,5.0,5.0,5.0,5.0,5.0,5.0,3.3333333333333335,5.0
4579,1246,4.144043950154093,5.0,5.0,2.0,5.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.8895522388059702,4.0
7024,1246,4.144043950154093,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.8895522388059702,5.0
11769,1246,4.144043950154093,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.8895522388059702,5.0
50044,1246,4.144043950154093,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,3.8895522388059702,5.0
54177,1246,4.144043950154093,5.0,5.0,2.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.8895522388059702,4.0
